id,discipline_id,period,mandatory,course_id,created_at
3b6379df-292f-4ecc-b97d-b778459d1c5a,405723ff-b4d8-47de-8243-3313be920e14,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
1efaf382-64b4-4407-bcb7-e52bce94d76b,d48e7682-ab38-4512-ba5f-78035a87095d,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
ffb97d42-0553-46d7-8390-dcdbe06e076a,4fb6dd12-28a6-4409-a7c5-2d3076dd3c18,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
3283da5d-e309-441b-85c1-2ad210b0eae8,e0fd0fbe-d677-480a-b78f-3d88739e2f16,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
1228b6e0-0273-4a11-8b3f-91ef4d156b2c,70f14308-1e12-4a31-8043-282279ecf622,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
ef7aa421-f7f8-4a88-a964-a94bdc4af9a7,130138b1-f1c9-4fd0-a3af-a73128826886,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
82fe74a8-07ab-4f36-810a-03909e2b00e6,753700e8-fbdb-40eb-a1c3-1aaf1761ba36,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
d50304d3-453d-4e03-a15c-47638427339b,0f290fae-7499-44f7-a2e7-709ddee49e17,1,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
b369f7ec-10c4-4e55-a63e-3f2928891b07,fcc081be-934a-410a-adc0-ab8e7c9a8ffb,2,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
f20bff24-3ad6-4b64-af5f-d52471969e88,8fd25dc2-0e26-4d11-b781-7eb7d77bd7a3,2,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
5247e4ac-535d-44d0-8aab-c440180eb772,4ec88e69-493f-43d8-9872-b21630f4ca0e,2,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
6a474eba-8eac-48d1-8f93-beffffb1f4f9,7ba772fe-aee4-47f9-9241-f84dfae617bf,2,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
54a5342e-2035-4536-b49e-162b16be5322,f978b15d-6c55-42cc-a887-3035866e4f43,2,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
f505e05a-46d2-4df9-9d8d-198e2d90f681,868f3542-934e-4867-bc35-4413b17d9b23,3,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
a0798171-419a-43d7-bea1-12ae3e09a3e3,8779bee3-f387-4edb-a33b-63d12738e04b,3,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
cf1c7873-f18c-43b8-8837-3394ed3982c7,2533f895-8b41-4b29-b194-c3f15dbe084b,3,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
b715dfe8-1659-483b-a092-80167df97dd6,4528db0e-a376-4fc8-8212-772f0be55c4f,3,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
417e564d-75b5-4da7-8af1-ff617ba6be72,38da18ce-3923-442d-bbf6-cb5511c9cf10,3,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
5695b737-187b-4001-a15b-611e28477af4,952ba9ef-1c72-48d3-b028-ca334bb47b91,4,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
b9aebe84-47f4-4c2c-b8b1-cc5caab812ee,cfe31b20-4a76-4280-b6ac-102f584ae244,4,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
a98d8971-34fe-4a4f-9ba1-7515d759e99d,8318ae3f-fa60-4365-8529-7c30162ca5b6,4,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
d42a60ed-3519-43de-90d8-5e171a1f7e30,23a92ecb-91a9-4470-9be8-3ffd3b3e2517,4,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
de8f8bed-8d64-4e46-91db-3281f23c9686,19737aee-dea7-4f72-8c9d-0575365fa50e,4,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
176b534c-3bdf-4da5-ad1a-d5d6b848b2e1,6850fd2a-c9cb-48cf-9e17-f5ef844245a2,5,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
b289c71e-0519-478c-a127-9b53c61a960e,62bafb9e-8bad-4661-bdbc-b5f5788f1d2e,5,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
f32fd870-bac5-432f-bebd-1e8bb4a89899,3e2294f5-de1b-4f48-92b6-423cdf0b552a,5,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
ab128113-1d05-4465-be73-8eb75c761046,fc1ec422-39c7-465e-b788-f7e4d5c3f38d,5,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
c06baeb4-8328-4140-ac21-9e786812bfeb,25e1d51b-d0f6-489b-9f57-c65e1c81668e,5,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
8ef33d59-4463-498f-b967-1fa04a86a264,10d786da-7ac5-4dca-abf5-216eea7db1ec,6,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
277c64b3-0a2f-4e05-9857-5a3adbabb673,bd2913f8-bc8a-4cb3-a5f2-3ad9a3b5d518,6,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
531b9dca-92a1-45f9-aa92-df051b7a4e6f,200b889d-0b35-4a63-9dec-de0d674b753a,6,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
551b1b18-0b29-4186-b1a7-8c25a318a151,e577b965-cdae-4136-a203-aa9eb4da739b,6,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
ab5f6d7f-4b74-41af-b308-5420148f16a6,978349b2-7719-482a-ace9-06d45b208ff8,6,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
73cae57e-1cc3-41d9-a4d4-edf4603280d0,b81f963c-e595-460c-828d-c05bc4a0572c,7,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
cc44724d-4116-4586-8561-0fd92f641254,3345bd6c-7882-4ace-9832-1d7f29f45cf2,7,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
07148646-e7f2-4299-b110-f9910f9c1f16,95ddb5a0-0432-4db9-a7b0-4e87ca4a7721,7,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
8c12ebcd-b954-4616-b11f-e3b60bbbb89c,22b2c939-8c4d-40fe-b66a-f56aa8addeb5,7,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
fe728f93-167b-4ee4-b7f0-d3551e0456b3,25754200-268b-4c14-9788-fd37c348aef4,7,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
a8b3d2ef-0aa9-425a-baa9-1c574608b81d,4869c345-f44f-4a35-a28a-c275cc2d88f5,8,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
17ef5874-e0cf-46f1-b6c2-7a8385bfd841,57d2d342-8b63-4253-b556-050328a6a88d,8,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
4ef2ecc3-a24c-4173-9ed4-17d0dab11bd4,fcc0a6ea-32a6-47c9-a6c5-583bd8503c56,8,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
f9e162cd-9168-4dd0-abc9-cdc481efeb99,fa826d5e-6f1d-4d82-9d13-94e32073fd91,8,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
997fe657-4d82-49f2-9875-9478ac5dea88,2908f3aa-68b6-4df6-b3f1-413ae66f51b8,9,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
f33bb9af-76cb-4b1f-a8ee-9f6a9097a044,b9fc343e-bfb0-4093-b697-c3517d141df4,9,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
51f9c86e-be67-473e-b0b3-59f41cf130a0,804fd6e4-8883-4e43-8cd0-ab0961acd129,10,True,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
26c00d9d-3562-4d85-bca0-9c003e8a61cb,510d0532-d053-4872-815e-bdb819c97b1f,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
d18fbfa0-dfeb-4f22-8a16-98f55acc290f,97cf2ad7-2a7e-4882-b96b-f4892c34274e,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
85fabf26-cd25-447f-9322-382cf091e259,68665f25-108d-4a4e-a478-d4b960ffdcb9,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
2bf0e1d1-612e-4924-9e2c-88e22d5d29cc,770ea4d4-774e-40a3-83e3-9c2d63a0929e,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
278f2650-1e37-49e8-87d0-cf56c0838033,c57a1528-7058-4c3b-8ea2-5577af29b815,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
32d4d22f-49d5-4d9a-92ff-cc0a8d706618,653b2e77-1b99-4568-b17d-79d7bacdb274,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
2213f5ed-c5b1-486a-bf87-f9445f7d023e,4a53af62-2fe0-4348-8c1b-851525e5f6ea,0,False,06c633dc-eaf4-4993-b077-3817a1531567,2024-09-09 00:49:34.448227
