id,discipline_class_id,day_of_week,start_time,end_time,class_type,created_at
576a84f9-e695-4451-9942-ffc4cce842db,29cd69d5-355e-4a88-af3f-384c02ba07cb,TER,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
4b80d61f-353d-428a-bc9b-0f4a7c7ed914,29cd69d5-355e-4a88-af3f-384c02ba07cb,SEX,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
e68f2f4e-3ae3-4e3f-8232-03545b229f67,2466329e-5585-4078-9731-406d2709e586,TER,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
7e5410f2-0c8c-429c-bac6-78981e0c14ff,2466329e-5585-4078-9731-406d2709e586,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
b5a15309-f3fd-4ac9-b4fd-8b0e5e74ca0b,ecbbdbb6-c3ec-4e20-9fcf-faab249c54c7,SEG,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
122a3148-ff1a-4051-a13b-be19341a6a04,ecbbdbb6-c3ec-4e20-9fcf-faab249c54c7,QUI,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
98de1dd5-ea03-41d3-ae42-aaec17536dcc,a3087eba-20cc-44dd-84fe-a56e9873b938,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
672e2b89-43df-417f-95be-0aab5540ff3c,a3087eba-20cc-44dd-84fe-a56e9873b938,QUI,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
8c4f4691-5e79-4225-b525-4663731b3c9e,70674198-c8f3-47f6-b7e5-697e19b1623a,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
40dd52ac-d5c8-4c64-89a3-730ada0f6519,70674198-c8f3-47f6-b7e5-697e19b1623a,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
f26615b2-6c5c-4d69-a37e-eb1cc1f32e01,e5310522-e350-49ca-bc8a-8801a237057a,TER,21:00:00,22:40:00,T,2023-08-10 00:58:55.441717
a246ad57-2033-4aa6-8db8-427a74e794dc,e5310522-e350-49ca-bc8a-8801a237057a,SEX,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
5b1caaff-66c6-40ac-9405-cf567c23740f,4e86ab5e-c4a5-456f-825a-142c45739ddc,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
a20a05da-f8cc-446a-99ed-a01b672a4bf0,4e86ab5e-c4a5-456f-825a-142c45739ddc,QUA,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
38605bd6-6181-49cc-a174-be4fba9ed2ed,6c405b3e-e010-4b5b-b0c9-c8f2512b129f,SEG,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
a6cb1fd8-2c05-49c0-816c-87ca4808c6bb,6c405b3e-e010-4b5b-b0c9-c8f2512b129f,QUA,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
5d19d916-f4e3-42d5-96fe-24b3490c9840,5d442a9f-c2df-4371-8be0-2de6334cc093,SEG,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
8aa29685-05c9-4bd2-a835-1cff8fd470ee,5d442a9f-c2df-4371-8be0-2de6334cc093,QUI,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
98514efc-362a-42a4-a6e2-19318133f66b,34c2ee97-b31a-4257-99fa-8ee131d3a1dd,QUA,15:20:00,17:00:00,T,2023-08-10 00:58:55.441717
bf15ef89-ddea-45bf-89b0-0d63f44becbb,34c2ee97-b31a-4257-99fa-8ee131d3a1dd,SEX,13:30:00,15:10:00,T,2023-08-10 00:58:55.441717
48db8327-0444-45f5-96a2-71743f9403a4,2d3d7208-5cf8-4f47-a88b-0e55bb72c9d5,TER,19:00:00,20:40:00,T,2023-08-10 00:58:55.441717
bf32b1e7-f8c6-4932-b792-fa432c5368a3,2d3d7208-5cf8-4f47-a88b-0e55bb72c9d5,SEX,21:00:00,21:50:00,T,2023-08-10 00:58:55.441717
