id,class_number,discipline_id,professor,semester,created_at
7fb0412b-a434-4e70-a580-51cbfdbf4a79,316,54030760-5edc-4b17-8668-476f951422b7,SANDRA AUGUSTA DE MELO(T),2024/1,2024-09-09 00:49:27.545330
5e5798c3-f7d7-4d34-bbde-46a849d7c814,317,54030760-5edc-4b17-8668-476f951422b7,SANDRA AUGUSTA DE MELO(T),2024/1,2024-09-09 00:49:27.545330
099f8d0d-b8ea-41ae-a5cb-813ae586c739,322,54030760-5edc-4b17-8668-476f951422b7,SANDRA AUGUSTA DE MELO(T),2024/1,2024-09-09 00:49:27.545330
a22c3ae5-0e42-4cee-97e3-dcf0ea8d2ec5,60,1e8adcfb-3f62-4880-ae06-deb7d1aedd33,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T),2024/1,2024-09-09 00:49:27.545330
893f4511-66ed-4a41-a196-b5ceac687907,341,1e8adcfb-3f62-4880-ae06-deb7d1aedd33,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T),2024/1,2024-09-09 00:49:27.545330
dd6ca19b-7ec1-4371-828d-e549bde74f0b,342,1e8adcfb-3f62-4880-ae06-deb7d1aedd33,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T),2024/1,2024-09-09 00:49:27.545330
0241a15c-2133-4cb7-99e7-30863e7582ef,343,1e8adcfb-3f62-4880-ae06-deb7d1aedd33,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T),2024/1,2024-09-09 00:49:27.545330
d9847b7b-6cd4-4a58-a036-2b65c96ad6ee,344,1e8adcfb-3f62-4880-ae06-deb7d1aedd33,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T),2024/1,2024-09-09 00:49:27.545330
5558d354-4c1c-45c3-a324-22851f44abc4,345,1e8adcfb-3f62-4880-ae06-deb7d1aedd33,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T),2024/1,2024-09-09 00:49:27.545330
1381ced0-d6b9-44c1-b401-80e149c992ac,60,1261f95f-c2f0-444b-a5bd-8adce830e7bd,MARTA BERTIN(T),2024/1,2024-09-09 00:49:27.545330
2bd1e399-bb99-49df-86d9-a06ec14a9bb6,60,f521ccc7-8793-4713-8a64-fd0af6273e71,HERCULES TOLEDO CORREA(T),2024/1,2024-09-09 00:49:27.545330
3d16dfd2-7e73-4633-a6ee-24b33c62a49c,60,3ca85aef-ac8c-444e-acc3-f60f427fdb61,GLAUCIA MARIA DOS SANTOS JORGE(T),2024/1,2024-09-09 00:49:27.545330
3e381568-10a9-4803-8775-dce87abbe1d3,60,2e4fb5f2-aa8c-487c-9c45-3e6500cf1f41,HAROLDO LUIZ BERTOLDO(T),2024/1,2024-09-09 00:49:27.545330
0bc54c5d-edc1-4794-a765-f41995c59c82,51,e6f73b81-8691-4020-86ba-75270a045581,ADRIANA MARIA TONINI(T),2024/1,2024-09-09 00:49:27.545330
7eaaaeff-f25f-49df-94b7-5d47c6ddab11,51,41f67cb3-de41-4679-8da4-b147acf2d0ab,JORGE LUIS COSTA(T),2024/1,2024-09-09 00:49:27.545330
3d451bee-29bd-40e7-92b0-8981bdd92fea,51,54f087e2-b228-40b0-9667-02e688e214ec,GLAUCIA MARIA DOS SANTOS JORGE(T),2024/1,2024-09-09 00:49:27.545330
d2fae3e5-17eb-45cb-9784-f1701ae07cca,51,1a4efe23-febf-41d4-9e3c-43e183938b91,CLAUDIA RAQUEL MARTINS CORREA(T),2024/1,2024-09-09 00:49:27.545330
9c22f78c-edae-4a25-909f-d7a9bfe0b709,51,561dd564-10d8-491e-a9de-7412a46dbcab,INAJARA DE SALLES VIANA NEVES(T),2024/1,2024-09-09 00:49:27.545330
6bf8abd4-dd44-49e6-bfce-27a58ab27e1d,51,3afb2b62-9c21-455c-9b19-435fab37e495,FLAVIO DOS REIS MOURA(T),2024/1,2024-09-09 00:49:27.545330
59e36e47-7334-480b-bee3-9fbd49c8fa5d,51,6afadc52-a32d-4344-be2b-9c362337f367,MILTON ROSA(T),2024/1,2024-09-09 00:49:27.545330
96ae9f3e-99e3-4316-a1fd-5130cca03ecf,51,b90b4f67-baa5-420d-bc9e-694084102d69,CLAUDIA RAQUEL MARTINS CORREA(T),2024/1,2024-09-09 00:49:27.545330
9495789a-7de3-4606-ad4b-40d6637a6042,51,c5db5fa0-f4e1-4d01-9bb9-6fa956abcb49,ADRIANA MARIA TONINI(T),2024/1,2024-09-09 00:49:27.545330
f4fa6733-b264-466b-8e73-bf2f6ecd38cb,51,e701ab5c-daff-438d-a34e-2dc7ab7fca64,ADRIANA MARIA TONINI(T),2024/1,2024-09-09 00:49:27.545330
8baaf455-b38b-405b-b7ad-5a465910f019,11,9d8e9c7d-e1ae-4a48-ae3c-b73a53aab9d9,MELLIANDRO MENDES GALINARI(T+P),2024/1,2024-09-09 00:49:27.545330
d2a1227a-35d0-4cdf-b83f-7d0c9db9c897,21,0f290fae-7499-44f7-a2e7-709ddee49e17,MELLIANDRO MENDES GALINARI(T),2024/1,2024-09-09 00:49:27.545330
984a8e7a-a433-42e4-8f88-0934853422b2,22,0f290fae-7499-44f7-a2e7-709ddee49e17,MELLIANDRO MENDES GALINARI(T),2024/1,2024-09-09 00:49:27.545330
3ab0e7be-b886-4321-909c-664b44f3a17d,11,3ea12216-b0aa-4f0a-af58-7ab0c5001bc1,BIANCCA NARDELLI SCHENATZ(T+P) / INAJARA DE SALLES VIANA NEVES(T+P),2024/1,2024-09-09 00:49:27.545330
500e5a09-8cd3-4d79-ba8c-7c249289205f,60,3ea12216-b0aa-4f0a-af58-7ab0c5001bc1,BIANCCA NARDELLI SCHENATZ(T+P) / INAJARA DE SALLES VIANA NEVES(T+P),2024/1,2024-09-09 00:49:27.545330
b1dc3e1d-faba-48de-9419-d0da3ee51f2f,11,a73c1bb8-7beb-4b14-ac0b-591eef822c6d,,2024/1,2024-09-09 00:49:27.545330
b7e7f83f-f723-4af3-8d77-db6eecd72a50,60,a73c1bb8-7beb-4b14-ac0b-591eef822c6d,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T+P),2024/1,2024-09-09 00:49:27.545330
53a5049c-4fcd-4fac-828f-b678b081438c,11,586bb59b-d4a2-44aa-991b-67db9bf407ae,,2024/1,2024-09-09 00:49:27.545330
ccb85aff-da04-4294-bc5b-6ebd77ed2a1c,60,586bb59b-d4a2-44aa-991b-67db9bf407ae,ANTONIO MARCELO JACKSON FERREIRA DA SILVA(T+P),2024/1,2024-09-09 00:49:27.545330
3ddbec7d-4c21-4b65-87a0-df325f1ebb19,31,405723ff-b4d8-47de-8243-3313be920e14,KARLA MOREIRA VIEIRA(T),2023/2,2024-09-09 01:06:18.723522
7c52cfd1-f139-4143-8b3a-91bc1e8bb90c,32,405723ff-b4d8-47de-8243-3313be920e14,LUCILIA ALVES LINHARES(T),2023/2,2024-09-09 01:06:18.723522
358ce546-b570-41ea-a013-9b331cba03ac,33,405723ff-b4d8-47de-8243-3313be920e14,FERNANDA TATIA CRUZ(T),2023/2,2024-09-09 01:06:18.723522
d66a236d-cdc6-420c-a183-bb554a8a3fe2,31,d48e7682-ab38-4512-ba5f-78035a87095d,KARLA MOREIRA VIEIRA(P),2023/2,2024-09-09 01:06:18.723522
13f91435-cc96-452a-96ff-19a190ba7273,32,d48e7682-ab38-4512-ba5f-78035a87095d,FERNANDA TATIA CRUZ(P),2023/2,2024-09-09 01:06:18.723522
0a05602b-b3e9-4363-a9cc-a6659336a26a,33,d48e7682-ab38-4512-ba5f-78035a87095d,LUCILIA ALVES LINHARES(P),2023/2,2024-09-09 01:06:18.723522
ca1e5d17-10f2-4643-884b-55fb05993cec,34,d48e7682-ab38-4512-ba5f-78035a87095d,FERNANDA TATIA CRUZ(P),2023/2,2024-09-09 01:06:18.723522
c9f18ebd-4db3-4cfc-a400-e03d8123cb47,35,d48e7682-ab38-4512-ba5f-78035a87095d,FERNANDA TATIA CRUZ(P),2023/2,2024-09-09 01:06:18.723522
c185f9a9-9696-4021-acf6-21641f06794a,36,d48e7682-ab38-4512-ba5f-78035a87095d,KARLA MOREIRA VIEIRA(P),2023/2,2024-09-09 01:06:18.723522
b47f52ee-2824-4ccf-ac01-407391e4a72d,37,d48e7682-ab38-4512-ba5f-78035a87095d,KARLA MOREIRA VIEIRA(P),2023/2,2024-09-09 01:06:18.723522
4d4e248d-197a-41bd-a958-c0f24ba3eb07,31,4fb6dd12-28a6-4409-a7c5-2d3076dd3c18,CRISTIANO SANTOS BENJAMIN(T),2023/2,2024-09-09 01:06:18.723522
c7bd1e59-1246-4bcb-85b2-02ba5b814fab,32,4fb6dd12-28a6-4409-a7c5-2d3076dd3c18,CRISTIANO SANTOS BENJAMIN(T),2023/2,2024-09-09 01:06:18.723522
db40a073-fc65-4e6e-9267-c0da416115ee,33,4fb6dd12-28a6-4409-a7c5-2d3076dd3c18,RAFAEL SANTOS THEBALDI(T),2023/2,2024-09-09 01:06:18.723522
3bd751fd-51f4-40a2-8902-465423454b96,31,e0fd0fbe-d677-480a-b78f-3d88739e2f16,HUGO FONSECA ARAUJO(T),2023/2,2024-09-09 01:06:18.723522
540eb0da-2d43-4617-8d2b-77905d9c7c2d,32,e0fd0fbe-d677-480a-b78f-3d88739e2f16,DANILO SANCAO DA SILVEIRA(T),2023/2,2024-09-09 01:06:18.723522
64a99541-e345-4fd3-ae6d-045f3cbd7106,33,e0fd0fbe-d677-480a-b78f-3d88739e2f16,DANILO SANCAO DA SILVEIRA(T),2023/2,2024-09-09 01:06:18.723522
da4a74e0-3fd7-4807-ad06-0b7bf747d401,31,fcc081be-934a-410a-adc0-ab8e7c9a8ffb,JENNYFFER SMITH BOHORQUEZ BARRERA(T),2023/2,2024-09-09 01:06:18.723522
54a1a8d4-0bf0-47d5-a3b6-d78e769593e3,32,fcc081be-934a-410a-adc0-ab8e7c9a8ffb,HENRIQUE FERNANDES VIEIRA VICTORIA(T),2023/2,2024-09-09 01:06:18.723522
823cd22c-e438-469d-8c92-2cc2f5a5a129,33,fcc081be-934a-410a-adc0-ab8e7c9a8ffb,JENNYFFER SMITH BOHORQUEZ BARRERA(T),2023/2,2024-09-09 01:06:18.723522
b4f5573d-1cbb-46b2-a905-be48878545c8,31,868f3542-934e-4867-bc35-4413b17d9b23,ANLIY NATSUYO NASHIMOTO SARGEANT(T),2023/2,2024-09-09 01:06:18.723522
7f2b5f19-58e2-483d-baff-199d807d0d5b,32,868f3542-934e-4867-bc35-4413b17d9b23,FELIPO BACANI(T),2023/2,2024-09-09 01:06:18.723522
1f708782-db40-496f-9ce1-6c8ad1c0c3c9,33,868f3542-934e-4867-bc35-4413b17d9b23,FREDDY PABLO CASTRO VICENTE(T),2023/2,2024-09-09 01:06:18.723522
242589d5-16fa-4efc-8aaf-5abefd4fee2b,11,a0347913-7aa6-4d23-af88-2363ae9e490d,RAFAEL SANTOS THEBALDI(T),2023/2,2024-09-09 01:06:18.723522
f970565e-a157-45c1-810e-34965831ec49,11,d68d10f4-b09e-402b-b789-4d4bb720ba18,ADAM JAMES SARGEANT(T),2023/2,2024-09-09 01:06:18.723522
c7cd33aa-abe7-4692-8603-fdede8a886ed,31,8fd25dc2-0e26-4d11-b781-7eb7d77bd7a3,HUGO FONSECA ARAUJO(T),2023/2,2024-09-09 01:06:18.723522
d402e286-3a07-4201-821a-bc49f041da75,32,8fd25dc2-0e26-4d11-b781-7eb7d77bd7a3,FELIPO BACANI(T),2023/2,2024-09-09 01:06:18.723522
c423f44c-d872-4b03-9e0c-3421441789d2,33,8fd25dc2-0e26-4d11-b781-7eb7d77bd7a3,FELIPO BACANI(T),2023/2,2024-09-09 01:06:18.723522
d9dd97b2-e3f1-4111-8faa-cb3833e405b9,31,8779bee3-f387-4edb-a33b-63d12738e04b,FREDDY PABLO CASTRO VICENTE(T),2023/2,2024-09-09 01:06:18.723522
2f3df014-35b8-4181-8694-2e68a1eee80d,32,8779bee3-f387-4edb-a33b-63d12738e04b,FREDDY PABLO CASTRO VICENTE(T),2023/2,2024-09-09 01:06:18.723522
eddccbde-1723-4183-8361-f52309e32a22,33,8779bee3-f387-4edb-a33b-63d12738e04b,HENRIQUE FERNANDES VIEIRA VICTORIA(T),2023/2,2024-09-09 01:06:18.723522
14797f0b-6ee3-4b8d-af3a-19faa69cd07f,11,6df96e6b-5ffb-4a8a-b36c-7b873255bac3,CRISTIANO SANTOS BENJAMIN(T),2023/2,2024-09-09 01:06:18.723522
15fb85ab-b992-433a-bff2-f931e1838184,11,578d27e4-616d-42d3-a1bf-fa11afc1a44f,MARCOS GOULART LIMA(T+P),2023/2,2024-09-09 01:06:18.723522
f281501c-0ab1-4074-8d3b-f5238e621480,11,bcd4b45f-efa3-4663-9dda-2b03625d660f,MARCOS GOULART LIMA(T),2023/2,2024-09-09 01:06:18.723522
612a6fb3-37bd-453e-a760-51b3095abe10,11,7ae3f158-8fa6-472a-9a51-5793203d8c7d,ANLIY NATSUYO NASHIMOTO SARGEANT(T),2023/2,2024-09-09 01:06:18.723522
8a93910a-112a-4def-80ce-32ccf1aec113,31,4ec88e69-493f-43d8-9872-b21630f4ca0e,JUVENIL SIQUEIRA DE OLIVEIRA FILHO(T+P),2023/2,2024-09-09 01:06:18.723522
6370e9f8-22f9-4042-a8e1-c6717b13f196,32,4ec88e69-493f-43d8-9872-b21630f4ca0e,SAVIO FIGUEIRA CORREA(T+P),2023/2,2024-09-09 01:06:18.723522
ce740420-0958-4606-a3be-85e2f3ae02b0,33,4ec88e69-493f-43d8-9872-b21630f4ca0e,JUVENIL SIQUEIRA DE OLIVEIRA FILHO(T+P),2023/2,2024-09-09 01:06:18.723522
0d2ec962-6a10-4d91-a469-dfb4309631a3,31,2533f895-8b41-4b29-b194-c3f15dbe084b,RONAN SILVA FERREIRA(T+P),2023/2,2024-09-09 01:06:18.723522
d17f2dd0-efe9-4556-a1b0-d3336ab623a9,32,2533f895-8b41-4b29-b194-c3f15dbe084b,RONAN SILVA FERREIRA(T+P),2023/2,2024-09-09 01:06:18.723522
b0f19d15-be5d-46ea-9d5a-236f845db7af,33,2533f895-8b41-4b29-b194-c3f15dbe084b,CARLOS RENATO PONTES(T+P),2023/2,2024-09-09 01:06:18.723522
51aca815-7ac6-4c6e-b651-bbacca66dab2,31,952ba9ef-1c72-48d3-b028-ca334bb47b91,CARLOS RENATO PONTES(T+P),2023/2,2024-09-09 01:06:18.723522
378bbf62-9614-41b2-a71e-c0fdafd0881c,32,952ba9ef-1c72-48d3-b028-ca334bb47b91,HENRIQUE FERNANDES VIEIRA VICTORIA(T+P),2023/2,2024-09-09 01:06:18.723522
16373c76-8680-462d-b153-1378c9f06158,33,952ba9ef-1c72-48d3-b028-ca334bb47b91,ADAM JAMES SARGEANT(T+P),2023/2,2024-09-09 01:06:18.723522
335f4bad-cdcc-4949-99cb-f27c1cb86831,21,6850fd2a-c9cb-48cf-9e17-f5ef844245a2,SAVIO FIGUEIRA CORREA(T+P),2023/2,2024-09-09 01:06:18.723522
a232ddad-fbc4-477f-a9f1-68150bc2ae20,22,6850fd2a-c9cb-48cf-9e17-f5ef844245a2,CARLOS RENATO PONTES(T+P),2023/2,2024-09-09 01:06:18.723522
0a40dd57-e6a6-43da-b940-33f80bd3f443,11,97cf2ad7-2a7e-4882-b96b-f4892c34274e,JUVENIL SIQUEIRA DE OLIVEIRA FILHO(T),2023/2,2024-09-09 01:06:18.723522
0f9fd46b-bf1c-47ff-bba8-e07a40274045,21,e28d8488-6744-421e-8603-c9f117f9cea4,LUCILIA ALVES LINHARES(T),2023/2,2024-09-09 01:06:18.723522
5264b524-1f16-4317-b17b-316931e24b5a,22,e28d8488-6744-421e-8603-c9f117f9cea4,LUCILIA ALVES LINHARES(T),2023/2,2024-09-09 01:06:18.723522
d8286143-4f37-4b5e-bf39-0c60e77449d4,11,85a7e9d1-de50-4a8a-9619-1fcba789d9f1,SAVIO FIGUEIRA CORREA(T),2023/2,2024-09-09 01:06:18.723522
ba15fae5-40af-4c02-9460-a9777e49bf0c,11,fff2094b-1eb8-4dc3-80bb-e253da404a85,HELEN DE CASSIA SOUSA DA COSTA LIMA(T+P),2023/2,2024-09-09 01:06:18.723522
0ff0e100-218f-4f6c-9f83-cd7c93bef53d,11,e5f3cb8d-4aad-4218-bfc6-0f03fbc12e96,RAFAEL FREDERICO ALEXANDRE(T+P),2023/2,2024-09-09 01:06:18.723522
9706e7ba-42b6-4f06-a7ed-068e6454a57e,11,0b188f88-1418-4f67-ad9c-442780f0990b,LUCINEIA SOUZA MAIA(T),2023/2,2024-09-09 01:06:18.723522
971c3fce-b5ba-48e5-8f65-43a425aacc7f,11,7ba772fe-aee4-47f9-9241-f84dfae617bf,LUIZ OTAVIO MENEZES TELES(T),2023/2,2024-09-09 01:06:18.723522
bb505685-8e7c-4ad1-bdeb-163298ec4c5d,12,7ba772fe-aee4-47f9-9241-f84dfae617bf,LUIZ OTAVIO MENEZES TELES(T),2023/2,2024-09-09 01:06:18.723522
8e2c8511-a227-4395-8015-814db7d6470a,21,dc20eab9-e6a2-4320-8021-faf06ea34714,MATEUS FERREIRA SATLER(T+P),2023/2,2024-09-09 01:06:18.723522
10731d41-b88d-4b13-b341-5a06b2c240d3,22,dc20eab9-e6a2-4320-8021-faf06ea34714,BRUNO CESAR COTA CONCEICAO(T+P),2023/2,2024-09-09 01:06:18.723522
f31132f6-3886-4a00-9b28-2286656c4898,23,dc20eab9-e6a2-4320-8021-faf06ea34714,THEO SILVA LINS(T+P),2023/2,2024-09-09 01:06:18.723522
97dde597-5512-4fab-9762-6751d9142918,11,492ffe50-db8e-4e9f-9663-041a9d81f2ec,RAFAEL FREDERICO ALEXANDRE(T+P),2023/2,2024-09-09 01:06:18.723522
e1bf0d75-6d6b-40ba-a973-79eeecb19c97,12,492ffe50-db8e-4e9f-9663-041a9d81f2ec,GILDA APARECIDA DE ASSIS(T+P),2023/2,2024-09-09 01:06:18.723522
c3b5920d-b806-403a-ae85-d8fec8c415d1,11,70f14308-1e12-4a31-8043-282279ecf622,FERNANDO BERNARDES DE OLIVEIRA(T+P),2023/2,2024-09-09 01:06:18.723522
de50f8b9-6128-4028-9cd7-28fc0d8aad1b,12,70f14308-1e12-4a31-8043-282279ecf622,THEO SILVA LINS(T+P),2023/2,2024-09-09 01:06:18.723522
df6cda34-f93c-44c0-90df-5c7cfc7f180a,11,f978b15d-6c55-42cc-a887-3035866e4f43,TIAGO FRANCA MELO DE LIMA(T+P),2023/2,2024-09-09 01:06:18.723522
516adbef-60ca-45b4-81a8-2b1ce109e64b,12,f978b15d-6c55-42cc-a887-3035866e4f43,GILDA APARECIDA DE ASSIS(T+P),2023/2,2024-09-09 01:06:18.723522
4d0a1157-466a-4ac5-a4e1-67d9726572da,11,4528db0e-a376-4fc8-8212-772f0be55c4f,MATEUS FERREIRA SATLER(T+P),2023/2,2024-09-09 01:06:18.723522
c85e2fdf-b115-4dcb-9c85-83dfa8a71c42,12,4528db0e-a376-4fc8-8212-772f0be55c4f,LUCINEIA SOUZA MAIA(T+P),2023/2,2024-09-09 01:06:18.723522
1df43c64-1de2-4a09-a598-9ff821857f4a,11,cfe31b20-4a76-4280-b6ac-102f584ae244,TATIANA ALVES COSTA(T+P),2023/2,2024-09-09 01:06:18.723522
7584f0ba-be6b-4bcb-8483-95d112f2edad,11,8318ae3f-fa60-4365-8529-7c30162ca5b6,GEORGE HENRIQUE GODIM DA FONSECA(T+P),2023/2,2024-09-09 01:06:18.723522
b9d71445-7ecf-4f21-b906-76ea62632133,11,b81f963c-e595-460c-828d-c05bc4a0572c,ROBERTO GOMES RIBEIRO(T),2023/2,2024-09-09 01:06:18.723522
e5a2dfc4-6f1f-4252-b04a-2ab2a80515e4,11,4869c345-f44f-4a35-a28a-c275cc2d88f5,LUIZ CARLOS BAMBIRRA TORRES(T),2023/2,2024-09-09 01:06:18.723522
2259e4fa-56c0-4029-bafc-2dff39b5ae17,21,62bafb9e-8bad-4661-bdbc-b5f5788f1d2e,MATHEUS NOHRA HADDAD(T+P),2023/2,2024-09-09 01:06:18.723522
97466e44-d14b-4a22-bf00-ff4a45029a52,22,62bafb9e-8bad-4661-bdbc-b5f5788f1d2e,MATHEUS NOHRA HADDAD(T+P),2023/2,2024-09-09 01:06:18.723522
6fb9efbe-da2f-4ae3-9b91-1f5248e3b3bc,11,d631fea8-d3ac-45f6-93a4-8c38977be61a,EULER HORTA MARINHO(T),2023/2,2024-09-09 01:06:18.723522
f129efe0-9345-41d3-8d9b-bf3a0f70e98e,11,3e2294f5-de1b-4f48-92b6-423cdf0b552a,EDUARDO DA SILVA RIBEIRO(T),2023/2,2024-09-09 01:06:18.723522
4bd487f8-db56-4af0-b787-9d7aca81038e,21,a25e0de7-53b4-4564-8ca8-0f8fe1e450e4,CARLOS HENRIQUE GOMES FERREIRA(T+P),2023/2,2024-09-09 01:06:18.723522
75db8f82-3cbf-4afb-9417-a1cdd3dbe141,22,a25e0de7-53b4-4564-8ca8-0f8fe1e450e4,EDUARDO DA SILVA RIBEIRO(T+P),2023/2,2024-09-09 01:06:18.723522
c05be07c-73b0-42f5-bfc4-c0fd6a5959a9,11,3345bd6c-7882-4ace-9832-1d7f29f45cf2,SAMUEL SOUZA BRITO(T),2023/2,2024-09-09 01:06:18.723522
daf7f7b0-21c0-4eba-9e02-8e3263e54b0e,11,bd2913f8-bc8a-4cb3-a5f2-3ad9a3b5d518,FILIPE NUNES RIBEIRO(T+P),2023/2,2024-09-09 01:06:18.723522
eb01ca6b-10bc-4228-9e66-471b24f22597,11,95ddb5a0-0432-4db9-a7b0-4e87ca4a7721,THEO SILVA LINS(T+P),2023/2,2024-09-09 01:06:18.723522
f7c184de-58f6-445b-ac27-6c1d86ee1786,11,14f9e662-d4fb-4f9f-bb2d-6a4fd3f49267,HELEN DE CASSIA SOUSA DA COSTA LIMA(T),2023/2,2024-09-09 01:06:18.723522
f4f19961-b8d7-45d3-8c10-a7e9225e2a71,11,fc1ec422-39c7-465e-b788-f7e4d5c3f38d,EULER HORTA MARINHO(T),2023/2,2024-09-09 01:06:18.723522
6c709a66-effe-44a4-9b92-98172d457395,11,3cfc5b7b-43b4-4e2f-a404-0b58fbac2f6e,IGOR MUZETTI PEREIRA(T),2023/2,2024-09-09 01:06:18.723522
080c1c7b-a0a4-4bef-8f17-a839d2821589,11,c57a1528-7058-4c3b-8ea2-5577af29b815,DIEGO ZUQUIM GUIMARAES GARCIA(T),2023/2,2024-09-09 01:06:18.723522
7b2d9ee1-a655-4f91-9509-44a92ac286b8,11,653b2e77-1b99-4568-b17d-79d7bacdb274,TIAGO FRANCA MELO DE LIMA(T),2023/2,2024-09-09 01:06:18.723522
d5e68262-7f91-4d5b-9ea6-f857f9f46419,11,4a53af62-2fe0-4348-8c1b-851525e5f6ea,IGOR MUZETTI PEREIRA(T+P),2023/2,2024-09-09 01:06:18.723522
de304580-d4e8-445c-9ec2-3f1887f90ece,11,e4533b93-d0d5-416c-a7f0-299ec9cca6be,LUIZ CARLOS BAMBIRRA TORRES(T),2023/2,2024-09-09 01:06:18.723522
67dece2f-aa5d-4bd3-a3ad-4c255e7f36f9,11,4779221d-e22c-486d-94c4-279a4633784d,CARLOS HENRIQUE GOMES FERREIRA(T),2023/2,2024-09-09 01:06:18.723522
c86b403f-7a7d-4248-af67-f5e25e3f61f4,11,6ecfd0f4-fe9c-4051-bbc5-9c6fbae2d37a,TATIANA ALVES COSTA(T),2023/2,2024-09-09 01:06:18.723522
74a89424-ef29-44ae-8a83-daa3da89069d,11,e84875da-9317-4d48-b121-b42259c97939,THEO SILVA LINS(T),2023/2,2024-09-09 01:06:18.723522
76968eeb-727c-4a58-a988-7c6f6dd077c1,11,57692713-8c56-4e0a-8cab-2768bb6a6733,SAMUEL SOUZA BRITO(T),2023/2,2024-09-09 01:06:18.723522
f19dab4f-8dac-4926-a76c-c5dd43da7863,11,2441a031-3f5c-4000-a557-136c3f46049e,BRUNO RABELLO MONTEIRO(T),2023/2,2024-09-09 01:06:18.723522
e13f8ea1-023f-40a6-9767-4044f8783fd7,11,dac7f1ab-52ec-4dc4-86cf-7978da055a88,LUIZ OTAVIO MENEZES TELES(T),2023/2,2024-09-09 01:06:18.723522
736107e8-1d3d-4caa-b754-8ad4d6ff70c4,12,dac7f1ab-52ec-4dc4-86cf-7978da055a88,LUIZ OTAVIO MENEZES TELES(T),2023/2,2024-09-09 01:06:18.723522
68967be6-e99f-47e8-90f1-62ff12c3fdea,11,fcc0a6ea-32a6-47c9-a6c5-583bd8503c56,DIEGO ZUQUIM GUIMARAES GARCIA(T),2023/2,2024-09-09 01:06:18.723522
0af599ce-cf5c-4d96-9850-ecaf56089169,11,e98b2057-57b1-4e52-bf5c-ade60c2175b1,TALLES HENRIQUE DE MEDEIROS(T),2023/2,2024-09-09 01:06:18.723522
c16a1926-fb5b-4474-ad9d-9752b4369524,11,cec91954-22ad-4f93-b2a4-33cb9d7ed22a,GEORGE HENRIQUE GODIM DA FONSECA(T),2023/2,2024-09-09 01:06:18.723522
c5ee0667-7b8f-4f6c-bbab-9f7edce0e329,11,1a9fa87e-4bd9-4348-98b4-dc90167d9f92,WENDY YADIRA ERAS HERRERA(T),2023/2,2024-09-09 01:06:18.723522
e19b9dea-4e65-45fb-961c-5e48d0863743,11,ed14a139-b783-4e01-ba6f-8598dedc5c0d,ROBERTO GOMES RIBEIRO(T),2023/2,2024-09-09 01:06:18.723522
de087e76-150d-46ec-92aa-7e2a1c59bf06,11,365bf721-b083-44c6-85b6-8175040f0ed9,EULER HORTA MARINHO(T),2023/2,2024-09-09 01:06:18.723522
d484c3c7-e541-4683-9572-0f76a66faee3,12,d6f73dbf-ae34-40bc-a33c-8410a3e8552b,LUCINEIA SOUZA MAIA(T+P),2023/2,2024-09-09 01:06:18.723522
4020ba63-4c7e-42ac-a4b8-db215b732ddf,21,d6f73dbf-ae34-40bc-a33c-8410a3e8552b,ALEXANDRE MAGNO DE SOUSA(T+P),2023/2,2024-09-09 01:06:18.723522
c2d5c639-25c7-44a0-ad80-0dc443edd91f,22,d6f73dbf-ae34-40bc-a33c-8410a3e8552b,ALEXANDRE MAGNO DE SOUSA(T+P),2023/2,2024-09-09 01:06:18.723522
35838463-9f56-4d3b-8336-56813dedf24e,11,55650077-9706-4c36-81a1-f3d72aa6657c,BRUNO CESAR COTA CONCEICAO(T),2023/2,2024-09-09 01:06:18.723522
820e8078-6291-4875-b553-1d6d22bcfebe,11,381375b6-bda1-437a-9bc0-c04e5db06625,BRUNO RABELLO MONTEIRO(P) / EULER HORTA MARINHO(P) / FERNANDO BERNARDES DE OLIVEIRA(P) / FILIPE NUNES RIBEIRO(P) / GEORGE HENRIQUE GODIM DA FONSECA(P) / JANNIELE APARECIDA SOARES ARAUJO(P) / RAFAEL FREDERICO ALEXANDRE(P) / RONAN SILVA FERREIRA(P) / TALLES HENRIQUE DE MEDEIROS(P),2023/2,2024-09-09 01:06:18.723522
ee75dabf-7a60-4743-8be1-cc7c1515dffb,11,804fd6e4-8883-4e43-8cd0-ab0961acd129,ALEXANDRE MAGNO DE SOUSA(P) / BRUNO RABELLO MONTEIRO(P) / DIEGO ZUQUIM GUIMARAES GARCIA(P) / EDUARDO DA SILVA RIBEIRO(P) / EULER HORTA MARINHO(P) / FERNANDO BERNARDES DE OLIVEIRA(P) / FILIPE NUNES RIBEIRO(P) / GEORGE HENRIQUE GODIM DA FONSECA(P) / GILDA APARECIDA DE ASSIS(P) / MARLON PAOLO LIMA(P) / RAFAEL FREDERICO ALEXANDRE(P) / RONAN SILVA FERREIRA(P) / TALLES HENRIQUE DE MEDEIROS(P) / TATIANA ALVES COSTA(P) / THEO SILVA LINS(P),2023/2,2024-09-09 01:06:18.723522
